x,days,err_BS,err_SH,err_DH,err_PINN
0.2947590582182748,28.45920025378472,-25.79440221131707,-4.762128689853984,0.6706064463350758,-17.52706944831366
0.2482390425833819,28.45920025368056,-20.932614190513405,-2.5968918144893327,0.8922014114378707,-13.695504685122033
0.2037872800125481,28.459200253576384,-16.629322351569677,-1.0790629955518216,0.5733819404662055,-10.440150071122009
0.1612276655937521,28.45920025347222,-12.367993545609545,0.278874813589175,0.3383203672911117,-7.245966667602271
0.120405671073497,28.459200253368053,-8.39112999623331,1.2027781617670041,0.18420662920616837,-4.355904204694736
0.1084771002082232,28.459200253263884,-7.344619958915466,1.2999012339222682,0.10886291477982257,-3.6402519981639876
0.1006030437773172,28.45920025315972,-6.700549213597889,1.3019887646838424,0.041607908480378875,-3.2183122922610026
0.0927905040405237,28.459200253055556,-6.015474432418843,1.3378133034038537,0.046042211614058526,-2.7567543467102467
0.0850385272362057,28.459200252951387,-5.355498867222944,1.3413803979836159,0.05670873978440849,-2.3217836940244982
0.0773461816130501,28.45920025284722,-4.726112710753286,1.3074685230721945,0.0682643420971657,-1.918959702836226
0.0697125567579789,28.459200252743056,-4.125908101883893,1.2379762642334398,0.08182137673536649,-1.546895289168826
0.0621367629495213,28.459200252638887,-3.5759651845914897,1.1126227143886502,0.07565332880026532,-1.2266362829771364
0.0546179305354939,28.45920025253472,-3.0115529266062424,0.9973682113448429,0.11360952279682868,-0.8933734226467566
0.0471552093339043,28.45920025244213,-2.4527190778818375,0.8739953063941763,0.17465200124310298,-0.5670675439033296
0.0397477680560425,28.459200252337965,-1.950609638796219,0.6940285372972421,0.20666252792091722,-0.29881707057044793
0.0323947937507836,28.45920025222222,-1.4430597391488913,0.523474729373602,0.27096833239623197,-0.026468725606978993
0.0250954912691721,28.45920025212963,-0.9712102664616862,0.3266512651552034,0.3258252610891549,0.20881327122350135
0.0178490827484049,28.459200252025468,-0.49795493283801284,0.14830246551158777,0.40804864417166575,0.44417279808268706
0.0106548071143778,28.459200251921292,-0.05809644996718766,-0.03592832673484092,0.4829093629953374,0.6449008580637239
